stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
CXIAMERI,CXIAMERI,AMERICAN STATION INBOUND,6315 CHARLOTTE PIKE,36.144947,-86.871962,,,,,,1
CXOANNEX,CXOANNEX,ANNEX STATION OUTBOUND,6606 CHARLOTTE PIKE & ANNEX AVE,36.138948,-86.880902,,,,,,1
CHAEASWN,CHAEASWN,CHARLOTTE AVE & EASTBORO DR WB,CHARLOTTE PK & BALMY AV,36.148265,-86.867331,,,,,,
CHABALEF,CHABALEF,CHARLOTTE AVE & BALMY AVE EB,,36.148269,-86.866926,,,,,,
CHACANSF,CHACANSF,CHARLES E DAVIS BLVD & CANNON ST SB,,36.150921,-86.762254,,,,,,0
CXODVDSN,CXODVDSN,DAVIDSON STATION OUTBOUND,6988 CHARLOTTE PIKE & DAVIDSON DR,36.129661,-86.903165,,,,,,1
CXIDVDSN,CXIDVDSN,DAVIDSON STATION INBOUND,6951 CHARLOTTE PIKE,36.12936,-86.903625,,,,,,1
CHALAFSN,CHALAFSN,CHARLES E DAVIS BLVD & LAFAYETTE ST SB,,36.149462,-86.762447,,,,,,0
CHALELWM,CHALELWM,CHARLOTTE PIKE & LELLYETT ST WB,CHARLOTTE PK & LELLYETT ST,36.149098,-86.863361,,,,,,
CXOWTBRG,CXOWTBRG,WHITE BRIDGE STATION OUTBOUND,5626 CHARLOTTE PIKE & RAMP,36.150052,-86.858652,,,,,,1
CXIWTBRG,CXIWTBRG,WHITE BRIDGE STATION INBOUND,,36.149997,-86.858261,,,,,,
CHE2AWF,CHE2AWF,CHESTNUT ST & 2ND AVE S WB,CHESTNUT ST & UNKNOWN AL,36.145741,-86.764971,,,0,,,0
CHE4AVWF,CHE4AVWF,CHESTNUT ST & 4TH AVE S WB,402 CHESTNUT ST & 4TH AVE S,36.144899,-86.766931,,,,,,0
CHEAPANN,CHEAPANN,CHEYENNE BLVD & APACHE LN,CHEYENNE BV & APACHE LN,36.244212,-86.670689,,,,,,
CHECCRNN,CHECCRNN,CHEYENNE BLVD & CHEYENNE CR,CHEYENNE CR & CHEYENNE BV,36.252211,-86.671039,,,,,,
CHECCTNN,CHECCTNN,CHEYENNE BLVD & CHEYENNE CT,CHEYENNE BV & CHEYENNE CT,36.246647,-86.669281,,,,,,
CHEFOREN,CHEFOREN,CHESTNUT ST & FORT NEGLEY BLVD EB,CHESTNUT ST & FORT NEGLEY BV,36.142249,-86.775425,,,,,,
CHEMAREN,CHEMAREN,CHESTNUT ST & MARTIN ST EB,,36.143403,-86.769849,,,,,,
CHERAISN,CHERAISN,CHESAPEAKE DR & RAINWOOD DR SB,CHESAPEAKE DR & RAIN WOOD,36.24323,-86.767688,,,,,,
CHEWOOSN,CHEWOOSN,CHESAPEAKE DR & WOOD TRL SB,CHESAPEAKE DR & WOOD TRAIL,36.244805,-86.767814,,,,,,
CLA24ANN,CLA24ANN,CLARKSVILLE PIKE & 24TH AVE N NB,CLARKSVILLE PK & 24TH AV N,36.184747,-86.815544,,,,,,
CLA25AEN,CLA25AEN,CLARKSVILLE PIKE & 25TH AVE N EB,CLARKSVILLE & 24 AVE,36.185639,-86.817557,,,,,,
CLA26ANN,CLA26ANN,CLARKSVILLE PIKE & 26TH AVE NB,CLARKSVILLE & 26 AVE,36.186352,-86.818653,,,,,,
CLA26ASN,CLA26ASN,CLARKSVILLE PIKE & 26TH AVE SB,CLARKSVILLE PIKE & 26TH AVE N,36.186309,-86.818911,,,,,,
CLASHASF,CLASHASF,CLARKSVILLE PIKE & S HAMILTON RD SB,CLARKSVILLE PK & BUENA VISTA PK,36.193064,-86.830338,,,,,,
CLACLISN,CLACLISN,CLARKSVILLE PIKE & CLIFF DR SB,CLARKSVILLE PK & CLIFF DR,36.192341,-86.829181,,,,,,0
CLACLINN,CLACLINN,CLARKSVILLE PIKE & CLIFF DR NB,2890 CLARKSVILLE PIKE,36.192195,-86.828462,,,,,,0
CLAMETSN,CLAMETSN,CLARKSVILLE PIKE & METROCENTER BLVD,CLARKSVILLE PK & ED TEMPLE BV,36.187826,-86.821122,,,,,,0
CLAEDSM,CLAEDSM,CLARKSVILLE PIKE & ED TEMPLE BLVD S,,36.187276,-86.820545,,,,,,
CLAEDTSN,CLAEDTSN,CLARKSVILLE PIKE & ED TEMPLE BLVD S,CLARKSVILLE PK & ED TEMPLE BV,36.188076,-86.821874,,,,,,
CLE3RDEN,CLE3RDEN,CLEVELAND ST & N 3RD ST EB,,36.186902,-86.766241,,,,,,
CLEMERWM,CLEMERWM,CLEVELAND ST & MERIDIAN ST WB,,36.187051,-86.76733,,,,,,0
CLI34AWF,CLI34AWF,CLIFTON AVE & 34TH AVE N WB,CLIFTON & 34 AVE,36.158465,-86.827484,,,,,,
CLI40AEF,CLI40AEF,CLIFTON AVE & 40TH AVE N EB,CLIFTON & 40 AVE,36.157053,-86.834036,,,,,,0
CLIBUENM,CLIBUENM,CLIFF DR & SMITH TOWERS NB,CLIFF & BUENA VISTA,36.195962,-86.826163,,,,,,
CLICLANM,CLICLANM,CLIFF DR & CLARKSVILLE PIKE NB,CLIFF DR & CLARKSVILLE PK,36.194013,-86.827487,,,,,,
COCDBTWN,COCDBTWN,COCKRILL ST & DR DB TODD JR BLVD WB,COCKRILL ST & DR D B TODD JR BV,36.173766,-86.808214,,,,,,
COLDAVPR,COLDAVPR,COLEY DAVIS RD SHELTER PARK-N-RIDE,EXIT 196 & RAMP,36.079608,-86.955657,,,,,,0
COUDOAWN,COUDOAWN,COUNTY HOSPITAL RD & DOAK AVE WB,,36.19142,-86.83582,,,,,,0
COUHYDWF,COUHYDWF,COUNTY HOSPITAL RD & HYDES FERRY RD,1691 COUNTY HOSPITAL RD,36.189381,-86.837988,,,,,,0
COUPANWN,COUPANWN,COUNTY HOSPITAL RD & PANORAMA DR WB,,36.18444,-86.843029,,,,,,
COUPANEN,COUPANEN,COUNTY HOSPITAL RD & PANORAMA DR,,36.18413,-86.843152,,,,,,0
COUPANEM,COUPANEM,COUNTY HOSPITAL RD & PANORAMA DR EB,COUNTY HOSPITAL & HYDES FERRY DR,36.187716,-86.839444,,,,,,0
CREGREWN,CREGREWN,CRESTMOOR RD & GREEN HILLS VILLAGE DR WB,2281 CRESTMOOR RD & GREEN HILLS VLG,36.109576,-86.815022,,,,,,0
BUC10AWM,BUC10AWM,BUCHANAN ST & 10TH AVE N WB,BUCHANAN ST & 10TH AV N,36.180536,-86.802572,,,,,,
DEL26AEF,DEL26AEF,DELK AVE & 26TH AVE N WB,,36.178443,-86.819095,,,,,,
DICBELSS,DICBELSS,DICKERSON PIKE & BELLSHIRE DR SB,DICKERSON PK & BELLSHIRE DR,36.259517,-86.757895,,,,,,0
DICBENNF,DICBENNF,DICKERSON PIKE & BEN ALLEN RD NB,DICKERSON PK & BEN ALLEN RD,36.225554,-86.760194,,,,,,0
DICCLESF,DICCLESF,N DICKERSON PIKE & CLEVELAND ST SB,886 DICKERSON PIKE & CLEVELAND ST,36.187122,-86.773493,,,,,,0
DICGORSF,DICGORSF,DICKERSON PIKE & GORDON TER SB,DICKERSON PK & GORDON TR,36.212387,-86.765054,,,,,,
DICGRISN,DICGRISN,DICKERSON PIKE & GRIZZARD AVE SB,DICKERSON PK & GRIZZARD AVE,36.208326,-86.767458,,,,,,0
DICDELNF,DICDELNF,DICKERSON PIKE & DELLWAY VILLA DR N,DICKERSON PK & DELLWAY VILLA RD,36.213799,-86.764334,,,,,,
DICTRINM,DICTRINM,DICKERSON PIKE & E TRINITY LN NB,DICKERSON PK & E TRINITY LN,36.204013,-86.768942,,,,,,
DICCLESM,DICCLESM,N DICKERSON PIKE & CLEVELAND ST SB,N DICKERSON PK & CLEVELAND ST,36.185948,-86.773625,,,,,,
DICMARNM,DICMARNM,DICKERSON PIKE & MARIE MB,DICKERSON PK & FERN AV,36.198447,-86.770684,,,,,,
DICALHSF,DICALHSF,DICKERSON PIKE & ALHAMBRA CIR SB,DICKERSON PK & ALHAMBRA CR,36.219365,-86.762615,,,,,,
DICDONNF,DICDONNF,DICKERSON PIKE & DONALD ST NB,US HWY 31W & DICKERSON PIKE,36.211858,-86.765017,,,,,,
DICDOUNN,DICDOUNN,DICKERSON PIKE & DOUGLAS AVE NB,DICKERSON PK & DOUGLAS AV,36.194021,-86.772334,,,,,,0
DICDUESF,DICDUESF,DICKERSON PIKE & DUE WEST AVE SB,DICKERSON PK & DUE WEST AVE,36.255715,-86.757984,,,,,,
DICTRINN,DICTRINN,DICKERSON PIKE & E TRINTY LN NB,DICKERSON PK & E TRINITY LN,36.205694,-86.768557,,,,,,
DICEVANN,DICEVANN,DICKERSON PIKE & EVANSTON AVE NB,DICKERSON PK & EVANSTON AV,36.189985,-86.772877,,,,,,
DICEWISF,DICEWISF,DICKERSON PIKE & EWING DR SB,DICKERSON PK & EWING DR,36.228732,-86.759498,,,,,,0
DICGATNF,DICGATNF,DICKERSON PIKE & GATEWOOD AVE NB,DICKERSON PK & GATEWOOD AV,36.20058,-86.769664,,,,,,0
DICGATSN,DICGATSN,DICKERSON PIKE & GATEWOOD AVE SB,,36.200189,-86.770043,,,,,,
DICGRANN,DICGRANN,DICKERSON PIKE & GRACE ST NB,STATE HWY 11 & DICKERSON PIKE,36.183055,-86.773789,,,,,,0
DICGRASN,DICGRASN,N DICKERSON PIKE & GRACE ST SB,N DICKERSON PK & GRACE ST,36.183867,-86.773861,,,,,,
DICHANNN,DICHANNN,N DICKERSON PIKE & HANCOCK ST NB,N DICKERSON PK & HANCOCK ST,36.184323,-86.773647,,,,,,
DICHILSF,DICHILSF,DICKERSON PIKE & HILLHURST DR SB,,36.225665,-86.760372,,,,,,
DICLIGSF,DICLIGSF,DICKERSON PIKE & LIGON AVE SB,,36.194193,-86.772489,,,,,,0
DICLORNF,DICLORNF,DICKERSON PIKE & LORRAINE AVE NB,DICKERSON PK & LORRAINE AV,36.217862,-86.762922,,,,,,0
DICLUCNF,DICLUCNF,DICKERSON PIKE & LUCILE ST NB,DICKERSON PK & LUCILE ST,36.196843,-86.771548,,,,,,0
DICLUCSN,DICLUCSN,DICKERSON PIKE & LUCILE ST SB,DICKERSON PK & LUCILE ST,36.196528,-86.771895,,,,,,
DICMULSN,DICMULSN,DICKERSON PIKE & MULBERRY DOWNS CIR,DICKERSON PK & MULBERRY DOWNS CR,36.251637,-86.757526,,,,,,
1SDICSN,1SDICSN,N 1ST ST & DICKERSON PIKE RAMP SB,N 1ST ST & DICKERSON PK RAMP,36.182314,-86.774085,,,,,,
DICBELSN,DICBELSN,DICKERSON PK & BELL GRIMES LN,,36.268491,-86.756147,,,,,,
DICPINNN,DICPINNN,DICKERSON PIKE & PINE RIDGE DR NB,DICKERSON PK & PINE RIDGE DR,36.22127,-86.761726,,,,,,
DICPINSN,DICPINSN,DICKERSON PIKE & PINE RIDGE DR SB,DICKERSON PK & PINE RIDGE DR,36.221328,-86.761926,,,,,,
DICQUENN,DICQUENN,DICKERSON PIKE & QUEEN AVE NB,DICKERSON PK & QUEEN AV,36.208232,-86.767299,,,,,,
DICRICNN,DICRICNN,DICKERSON PIKE & RICHARDSON AVE NB,DICKERSON PK & RICHARDSON AV,36.191684,-86.772668,,,,,,
DICRICSN,DICRICSN,DICKERSON PIKE & RICHARDSON AVE SB,DICKERSON PK & RICHARDSON AV,36.19201,-86.772771,,,,,,
DICDELNN,DICDELNN,DICKERSON & DELLWAY DR NB,STATE HWY 11 & DICKERSON PIKE,36.214963,-86.763917,,,,,,
DICCLENN,DICCLENN,N DICKERSON PIKE & CLEVELAND ST NB,N DICKERSON PK & CLEVELAND ST,36.187246,-86.773304,,,,,,0
DICSUNNF,DICSUNNF,DICKERSON PIKE & SUNSET CR NB,,36.223925,-86.760779,,,,,,0
DICSUNSN,DICSUNSN,DICKERSON PIKE & SUNSET CR SB,2942 DICKERSON PIKE & SUNSET DR,36.223271,-86.76125,,,,,,0
DICTUCSN,DICTUCSN,DICKERSON PK & TUCKAHOE DR,,36.261558,-86.757642,,,,,,
DICWTRSF,DICWTRSF,DICKERSON PIKE & W TRINITY LN SB,DICKERSON & W TRINITY LANE,36.204256,-86.769112,,,,,,
DOMFREWN,DOMFREWN,DOMINICAN DR & FRENCH LANDING DR WB,,36.188503,-86.7964,,,,,,
DOMFREEN,DOMFREEN,DOMINICAN DR & FRENCH LANDING DR EB,3RD AVE N & 4TH AVE N,36.188396,-86.796012,,,,,,0
DOMMETEN,DOMMETEN,DOMINICAN DR & METRO CENTER BLVD EB,,36.187775,-86.798861,,,,,,
DONSHASM,DONSHASM,DONELSON PKWY & SHACKLETT DR SB,,36.143629,-86.666815,,,,,,
DONROYNN,DONROYNN,DONELSON PKWY & ROYAL PKWY NB,DONELSON PIKE & SHACKLETT DR,36.145763,-86.666486,,,,,,
DOVMOOWN,DOVMOOWN,DOVERSIDE DR & MOOREWOOD DR WB,,36.240374,-86.772655,,,,,,0
DRDHERSN,DRDHERSN,DR DB TODD JR BLVD & HERMOSA ST SB,DR D B TODD JR & HERMOSA,36.164472,-86.804654,,,,,,0
DRDJOJNN,DRDJOJNN,DR DB TODD JR BLVD & JO JOHNSTON AVE NB,DR D B TODD JR BV & JO JOHNSTON,36.160454,-86.801749,,,,,,
DRDPEANF,DRDPEANF,DR DB TODD JR BLVD & PEARL ST NB,18TH AVE N & 18TH AVE,36.159231,-86.800963,,,,,,0
EASCHAEN,EASCHAEN,EASTLAND AVE & CHAPEL AVE EB,1812 EASTLAND AVE & CHAPEL AVE,36.182615,-86.735933,,,,,,
EASBENWN,EASBENWN,EASTLAND AVE & BENSON ST WB,1705 EASTLAND AVE & 17TH ST N,36.182943,-86.738759,,,,,,0
EASCHAWN,EASCHAWN,EASTLAND AVE & CHAPEL AVE WB,1907 EASTLAND AVE & CHAPEL AVE,36.182712,-86.735606,,,,,,
EASSETEN,EASSETEN,EASTLAND AVE & SETLIFF PL EB,,36.182778,-86.738046,,,,,,
EDG12AWN,EDG12AWN,EDGE HILL AVE & 12TH AVE S WB,EDGEHILL AVE & ALBAR DR,36.142776,-86.786695,,,,,,
EDG15AEN,EDG15AEN,EDGEHILL AVE & 15TH AVE S EB,,36.14307,-86.790822,,,,,,0
EDG19AWN,EDG19AWN,EDGE HILL AVE & 19TH AVE S WB,,36.143933,-86.797428,,,,,,
CHE8AWN,CHE8AWN,CHESTNUT ST & 8TH AVE S WB,CHESTNUT ST & 8TH AV S,36.141776,-86.778352,,,,,,0
EDG9AWN,EDG9AWN,EDGE HILL AVE & 9TH AVE S WB,,36.141977,-86.780898,,,,,,
EDG17AWN,EDG17AWN,EDGEHILL AVE & 17TH AVE S WB,EDGEHILL AV & 17TH AV S,36.143534,-86.79422,,,,,,
EDGPEDWF,EDGPEDWF,EDGE HILL AVE & PEDWALK WB,,36.14195,-86.783867,,,,,,
ELIHYDNF,ELIHYDNF,ELIZABETH RD & HYDES FERRY RD NB,,36.193454,-86.839981,,,,,,
ACOELMSM,ACOELMSM,ACORN DR & ELM HILL PK SB,,36.15053,-86.70028,,,,,,
ELMWANEM,ELMWANEM,ELM HILL PIKE & WANDA DR EB,ELM HILL PK & SANBORN DR,36.1506,-86.693653,,,,,,0
ELMAPPNN,ELMAPPNN,ELM HILL PIKE & APPLETON DR NB,ELM HILL PK & APPLETON DR,36.14883,-86.703435,,,,,,
ELMATRWM,ELMATRWM,ELM HILL PIKE & ATRIUM WAY WB,,36.153276,-86.688346,,,,,,0
ELMNELWN,ELMNELWN,ELM HILL PIKE & NELSON PL WB,ELM HILL PK & NELSON PL,36.149113,-86.667591,,,,,,0
ELMROYWN,ELMROYWN,ELM HILL PIKE & ROYAL PKWY WB,ELM HILL PK & ROYAL PW,36.151738,-86.676829,,,,,,
ELMERMEN,ELMERMEN,ELM HILL PIKE & ERMAC DR EB,ELM HILL PK & ERMAC DR,36.153273,-86.686932,,,,,,0
MURLESWF,MURLESWF,MURFREESBORO PIKE & LESTER AVE WB,344 MURFREESBORO PIKE,36.145798,-86.753016,,,,,,0
MASMAPEN,MASMAPEN,MASSMAN DR & MAPLE LEAF DR EB,MASSMAN DR & MAPLELEAF DR,36.15053,-86.709321,,,,,,
ELMAIRWM,ELMAIRWM,ELM HILL PIKE & AIR LANE DR WB,ELM HILL PK & AIR LANE DR,36.146839,-86.704906,,,,,,
ELMMASWM,ELMMASWM,ELM HILL PIKE & MASSMAN DR WB,,36.144372,-86.71576,,,,,,
ELMROYEN,ELMROYEN,ELM HILL PIKE & ROYAL PKWY EB,,36.151668,-86.677224,,,,,,0
ELMSPEWN,ELMSPEWN,ELM HILL PIKE & SPENCE LN WB,,36.144052,-86.72106,,,,,,
ELMSPEWF,ELMSPEWF,ELM HILL PIKE & SPENCE LN WB,,36.143989,-86.72452,,,,,,
ELMSPEEN,ELMSPEEN,ELM HILL PIKE & SPENCE LN EB,1442 ELM HILL PIKE,36.143867,-86.723189,,,,,,0
ELMSPEEM,ELMSPEEM,ELM HILL PIKE  & SPENCE LN EB,ELM HILL PK & SPENCE LN,36.143929,-86.720575,,,,,,0
ELMPPOWM,ELMPPOWM,ELM HILL PIKE & P POOL AVE WB,ELM HILL PK & P POOL AV,36.14442,-86.741041,,,,,,
ELMTWIEN,ELMTWIEN,ELM HILL PIKE & TWIN ELMS CT EB,ELM HILL PK & TWIN ELMS CT,36.144053,-86.738002,,,,,,
ELMARLWM,ELMARLWM,ELM HILL PIKE & ARLINGTON AVE WB,ELM HILL & TWIN ELMS,36.143788,-86.733277,,,,,,0
ELMWANWN,ELMWANWN,ELM HILL PIKE & WANDA DR WB,ELM HILL PK & WANDA DR,36.150495,-86.696659,,,,,,
EWIBRIWN,EWIBRIWN,EWING DR & BRICK CHURCH PIKE WB,,36.231512,-86.78049,,,,,,0
EWIEWIWN,EWIEWIWN,EWING DR & EWING LN WB,EWING DR & EWING LANE,36.231059,-86.7766,,,,,,
FAT18SEN,FAT18SEN,FATHERLAND ST & S 18TH ST EB,,36.17301,-86.73886,,,,,,
JONFLANN,JONFLANN,JONES AVE  & FLAMINGO DR NB,FLAMINGO & SLAYDEN,36.210728,-86.755202,,,,,,
CHEFOREM,CHEFOREM,CHESTNUT ST & FORT NEGLEY BLVD EB,,36.142159,-86.774589,,,,,,0
FRAHORNN,FRAHORNN,FRANKLIN PIKE & HORNER AVE NB,FRANKLIN PK & HORNER AV,36.12221,-86.775663,,,,,,0
FRABRANN,FRABRANN,FRANKLIN PIKE & BRADFORD AVE NB,US HWY 31 & 8TH AVE S,36.128489,-86.777736,,,,,,0
FRACRANN,FRACRANN,FRANKLIN PIKE & CRAIGHEAD ST NB,,36.125923,-86.776888,,,,,,0
FRAINVNF,FRAINVNF,FRANKLIN PIKE & INVERNESS AVE NB,US HWY 31 & FRANKLIN PIKE,36.125078,-86.776593,,,,,,
FRAINVSF,FRAINVSF,FRANKLIN PIKE & INVERNESS AVE SB,US HWY 31 & FRANKLIN PIKE,36.124631,-86.776671,,,,,,
FREVANNM,FREVANNM,FRENCH LANDING DR & VANTAGE WAY NB,FRENCH LANDING DR & STATE HWY 6,36.192457,-86.79649,,,,,,0
FREVENNF,FREVENNF,FRENCH LANDING DR & VENTURE CIR NB,FRENCH LANDING & VENTURE CIRCLE,36.194829,-86.796634,,,,,,0
GALALTNF,GALALTNF,N GALLATIN PIKE & ALTA LOMA RD NB,,36.293378,-86.702109,,,,,,
GALALLSN,GALALLSN,N GALLATIN PK & ALTA LOMA RD SB,1611 GALLATIN PIKE N & ALTA LOMA RD,36.293366,-86.702361,,,,,,0
GALARDNN,GALARDNN,N GALLATIN PIKE & ARDEE AVE NB,GALLATIN PK & ARDEE AV,36.219487,-86.727398,,,,,,0
GALBERNN,GALBERNN,S GALLATIN PIKE & BERKLEY DR NB,S GALLATIN PK & BERKLEY DR,36.24635,-86.721253,,,,,,0
GALBERWF,GALBERWF,S GALLATIN PIKE & BERKLEY DR SB,,36.246595,-86.721324,,,,,,0
GALBRONN,GALBRONN,S GALLATIN PIKE & BROADMOOR DR NB,,36.229022,-86.725043,,,,,,
GALBURNN,GALBURNN,GALLATIN PK & BURCHWOOD AV,,36.20057,-86.740034,,,,,,0
GALBURSN,GALBURSN,GALLATIN PK & BURCHWOOD AV,,36.201101,-86.739939,,,,,,
GALCURSN,GALCURSN,GALLATIN PIKE & CURDWOOD BLVD SB,,36.219947,-86.72741,,,,,,0
GALEMMNN,GALEMMNN,GALLATIN PIKE & EMMITT AVE NB,,36.252894,-86.71689,,,,,,0
GALGILNF,GALGILNF,GALLATIN PIKE & GILLOCK ST NB,3828 GALLATIN PIKE & STRATFORD AVE,36.214783,-86.730154,,,,,,0
GALGRENN,GALGRENN,GALLATIN PIKE & GREENWOOD AVE NB,GALLATIN AV & W GREENWOOD AV,36.190647,-86.745313,,,,,,0
GALIVENN,GALIVENN,GALLATIN PIKE & IVERSON AVE NB,GALLATIN PK & MAYNOR AV,36.207698,-86.735472,,,,,,
GALEMMSN,GALEMMSN,S GALLATIN PIKE & EMMITT AVE SB,889 GALLATIN PIKE S & EMMITT AVE,36.253528,-86.716746,,,,,,0
GALMAPNF,GALMAPNF,GALLATIN PIKE & MAPLE ST NB,169 GALLATIN PIKE S & MAPLE ST,36.261602,-86.7123,,,,,,0
GALMAYSN,GALMAYSN,GALLATIN PIKE & MAYNOR AVE SB,,36.207107,-86.736105,,,,,,0
GALEDENN,GALEDENN,GALLATIN PIKE & EDENWOLD RD NB,GALLATIN & MONTICELLO,36.286442,-86.705478,,,,,,
GALMONSN,GALMONSN,N GALLATIN PIKE & MONTICELLO AVE SB,N GALLATIN PK & EDENWOLD RD,36.28695,-86.705463,,,,,,0
GALOLDSN,GALOLDSN,N GALLATIN PIKE & OLD HICKORY BLVD,N GALLATIN PK & OLD HICKORY BV,36.264437,-86.7115,,,,,,1
GALANDNF,GALANDNF,N GALLATIN PIKE & ANDERSON LN NB,N GALLATIN PK,36.273885,-86.709877,,,,,,0
GALGRESF,GALGRESF,GALLATIN AVE & GREENWOOD AVE SB,217 CHEROKEE RD,36.1902,-86.74568,,,,,,0
GALGILSF,GALGILSF,GALLATIN PIKE & GILOCK ST SB,1091 GILLOCK ST & GALLATIN PIKE,36.214284,-86.730804,,,,,,0
GALCONNN,GALCONNN,GALLATIN PIKE & CONFERENCE DR NB,N GALLATIN PK & TWIN HILLS DR,36.302603,-86.691876,,,,,,
GRABATSN,GRABATSN,GRANNY WHITE PIKE & BATTLEFIELD DR,GRANNY WHITE PK & BATTLEFIELD DR,36.115327,-86.792019,,,,,,
GRABATNN,GRABATNN,GRANNY WHITE PIKE & BATTLEFIELD DR,GRANNY WHITE PK & BATTLEFIELD DR,36.115166,-86.79194,,,,,,
GRACLINN,GRACLINN,GRANNY WHITE PIKE & CLIFTON LN NB,GRANNY WHITE PK & BATTLEFIELD DR,36.113969,-86.792175,,,,,,0
GRADRANN,GRADRANN,GRANNY WHITE PIKE & DRAUGHON AVE NB,GRANNY WHITE PIKE & 12TH AVE S,36.110228,-86.792679,,,,,,
GRADRASN,GRADRASN,GRANNY WHITE PIKE & DRAUGHON AVE SB,GRANNY WHITE PK & DRAUGHON AV,36.110451,-86.792803,,,,,,
GRAMORSM,GRAMORSM,GRANNY WHITE PIKE & MORROW AVE SB,GRANNY WHITE PK & MORROW AV,36.104798,-86.796221,,,,,,
GRANALNN,GRANALNN,GRANNY WHITE PIKE & NOELTON AVE NB,GRANNY WHITE PK & NOELTON AV,36.112817,-86.792321,,,,,,
GRANOESN,GRANOESN,GRANNY WHITE PIKE & NOELTON AVE SB,GRANNY WHITE PK & NOELTON AV,36.112987,-86.792433,,,,,,0
GRAWOONN,GRAWOONN,GRANNY WHITE PIKE & WOODMONT BLVD N,GRANNY WHITE PK & WOODMONT BV,36.111442,-86.79259,,,,,,
GREMAIEM,GREMAIEM,GREAT CIRCLE RD & MAINSTREAM DR EB,,36.199911,-86.803637,,,,,,
GREATHEF,GREATHEF,GREAT CIRCLE RD & ATHENS WAY EB,GREAT CIRCLE RD & CONNECTING ROAD,36.198278,-86.795193,,,,,,
GREATHEM,GREATHEM,GREAT CIRCLE RD & ATHENS WAY EB,GREAT CIRCLE & VANTAGE WY,36.196325,-86.792789,,,,,,
GREVANEN,GREVANEN,GREAT CIRCLE RD & VANTAGE WAY EB,,36.193121,-86.791202,,,,,,
HAR10AWN,HAR10AWN,HARRISON ST & 10TH AVE N WB,HARRISON & 10 AVE,36.167302,-86.791287,,,,,,
HAR8AWF,HAR8AWF,HARRISON ST & 8TH AVE N WB,,36.168367,-86.788962,,,,,,
HARBOSWM,HARBOSWM,HARDING PIKE & BOSLEY SPRINGS RD WB,,36.126788,-86.845188,,,,,,0
HARLEANN,HARLEANN,HARDING PIKE & LEAKE AVE NB,HARDING PK & 7TH AV N,36.105156,-86.868423,,,,,,
HARHAREN,HARHAREN,HARDING PIKE & HARDING PL EB,HARDING RD & HARDING PLACE,36.101951,-86.870292,,,,,,0
HARHARWN,HARHARWN,HARDING PL & HARDING MALL WB,,36.080547,-86.722833,,,,,,
HARTANWF,HARTANWF,HARDING PL & TANGLEWOOD CT WB,HARDING PL & HUMBER DR,36.081633,-86.714151,,,,,,0
HARJONWN,HARJONWN,HARDING PIKE & JONQUIL DR WB,,36.080494,-86.717779,,,,,,0
HARPOSSN,HARPOSSN,HARDING PIKE & POST RD SB,HARDING & LEAKE AVE,36.104123,-86.869403,,,,,,
HARBELNM,HARBELNM,HARDING PIKE & BELLE MEADE BLVD NB,HARDING PK & GARDNER DR,36.121116,-86.852773,,,,,,0
HARLYNWF,HARLYNWF,HARDING PIKE & LYNNWOOD BLVD WB,HARDING PK & GARDNER DR,36.121384,-86.852753,,,,,,
HARPAGSN,HARPAGSN,HARDING PIKE & PAGE RD SB,,36.100465,-86.871159,,,,,,0
HARTAMWF,HARTAMWF,HARDING PL & TAMPA DR WB,,36.08259,-86.711049,,,,,,0
HARVINWN,HARVINWN,HARDING PIKE & VINE CT WB,HARDING PK & VINE CT,36.129868,-86.839437,,,,,,
HARVINEN,HARVINEN,HARDING PIKE & VINE CT EB,HARDING PK & VINE CT,36.129538,-86.839827,,,,,,
HARWHBWM,HARWHBWM,HARDING PIKE & WHITE BRIDGE WB,4628 HARDING PIKE,36.12324,-86.850219,,,,,,0
HARBOSWN,HARBOSWN,HARDING PIKE & BOSLEY SPRINGS RD WB,HARDING & WOODLAWN,36.127696,-86.843826,,,,,,
HER11AWN,HER11AWN,HERMAN ST & 11TH AVE N WB,HERMAN & 11 AVE,36.168145,-86.794374,,,,,,
HER14AEN,HER14AEN,HERMAN ST & 14TH AVE N EB,HERMAN ST & 14TH AV N,36.166205,-86.798497,,,,,,
HER24TWN,HER24TWN,HERMAN ST & 24TH AVE N WB,HERMAN & 24 AVE,36.162189,-86.81178,,,,,,
HER25AWN,HER25AWN,HERMAN ST & 25TH AVE N WB,HERMAN & 25 AVE,36.162366,-86.814559,,,,,,
HER25AEN,HER25AEN,HERMAN ST & 25TH AVE N EB,HERMAN ST & 25TH AV N,36.162273,-86.814615,,,,,,1
JAC17AEN,JAC17AEN,JACKSON ST & 17TH AVE N EB,JACKSON ST & 17TH AV N,36.166302,-86.803747,,,,,,
HERDRIWN,HERDRIWN,HERMITAGE AVE & DRIFTWOOD ST WB,US HWY 70 & DRIFTWOOD ST,36.154836,-86.758268,,,,,,0
HERDRISF,HERDRISF,HERMITAGE AVE & DRIFTWOOD ST SB,,36.154664,-86.758368,,,,,,
HERCAUEM,HERCAUEM,HERMITAGE AVE & CAULEY AVE EB,HERMITAGE & IN FRONT OF NES SUB STATION,36.154112,-86.745251,,,,,,
HERKEIEN,HERKEIEN,HERMITAGE AVE & KEITH ST EB,,36.15332,-86.751144,,,,,,0
